,NTNF 0.5y,NTNF 1y,NTNF 1.5y,NTNF 2y,NTNF 3y,NTNF 4y,NTNF 5y,NTNF 6y,NTNF 7y,NTNF 8y
2006-02-10 00:00:00,102.06860119632,102.33725807951383,102.71206960189133,103.1588484970882,104.28501748987453,103.7277610434027,101.66097578238725,101.66097578238725,101.66097578238725,101.66097578238725
2006-02-13 00:00:00,102.1329938949493,102.45668730118216,102.90364474680976,103.43190905381363,104.96864526928195,104.35777020776771,101.71874026451988,101.71874026451988,101.71874026451988,101.71874026451988
2006-02-14 00:00:00,102.21995715539717,102.51732589350598,103.03500367324905,103.53054540758455,105.4332824620557,104.74439610279175,101.77653756883788,101.77653756883788,101.77653756883788,101.77653756883788
2006-02-15 00:00:00,102.27039314492505,102.64336762048191,103.19900379724557,103.82615616832115,105.57668642646956,107.17214261785176,108.31930833630162,108.31930833630162,108.31930833630162,108.31930833630162
2006-02-16 00:00:00,102.34168062320943,102.68840400541109,103.23045980761826,103.82199306055837,105.44705772193683,104.75890609140097,101.89223071863991,101.89223071863991,101.89223071863991,101.89223071863991
2006-02-17 00:00:00,102.41616932004406,102.7728737637508,103.3525662131969,103.97159999556588,104.4903135464568,104.37830334936707,104.56857571030861,104.56857571030861,104.56857571030861,104.56857571030861
2006-02-20 00:00:00,102.49409676804245,102.92026164167524,103.56173578448859,104.29988452693983,106.10536389218973,105.22849710468948,102.00805538111894,102.00805538111894,102.00805538111894,102.00805538111894
2006-02-21 00:00:00,102.57142705287477,103.02996366553131,103.71207434641933,104.4326218162117,105.90826320395013,104.94557115484281,102.06601707632299,102.06601707632299,102.06601707632299,102.06601707632299
2006-02-22 00:00:00,102.63526998226982,103.09096355676954,103.71323506349057,104.45012786783175,105.66165027294147,105.69868732435131,104.93286705912476,104.93286705912476,104.93286705912476,104.93286705912476
2006-02-23 00:00:00,102.70325287141041,103.15825191059291,103.73867337410124,104.41729417040793,106.01952761679483,107.08114509992365,107.55501113901776,107.55501113901776,107.55501113901776,107.55501113901776
2006-02-24 00:00:00,102.77465618552878,103.25471333892806,103.84343941363791,104.52205956530831,106.04688217075503,105.17677614104971,102.24009984225921,102.24009984225921,102.24009984225921,102.24009984225921
2006-03-01 00:00:00,102.83692713419542,103.30555215791757,103.92864304391293,104.5567471093203,105.97046393343213,105.09876514765392,102.29819338675965,102.29819338675965,102.29819338675965,102.29819338675965
2006-03-02 00:00:00,102.91332746507707,103.40330820088847,104.13439352030713,104.8936769766815,106.27760299417793,105.48396641619574,102.35631994042107,102.35631994042107,102.35631994042107,102.35631994042107
2006-03-03 00:00:00,102.97537171127279,103.50201424535719,104.19202947247913,104.94016617619646,106.60336645187621,105.66003853896261,102.41447952199947,102.41447952199947,102.41447952199947,102.41447952199947
2006-03-06 00:00:00,103.03900193406007,103.56182781707328,104.27717663923188,104.9666587415664,106.6115080123087,105.67865826581668,102.4726721502616,102.4726721502616,102.4726721502616,102.4726721502616
2006-03-07 00:00:00,103.10579781945553,103.66690478830445,104.34478608667938,104.97626264418061,106.25896708676729,105.21983926275132,102.53089784398476,102.53089784398476,102.53089784398476,102.53089784398476
2006-03-08 00:00:00,103.16169904299217,103.69954190871537,104.2878876293955,104.8380159305818,105.74556918548569,104.82157482364349,102.589156621957,102.589156621957,102.589156621957,102.589156621957
2006-03-09 00:00:00,103.23232203305712,103.73154414537959,104.2556910165472,104.70352147976041,105.70227989500333,106.26769676073273,106.52347800431384,106.52347800431384,106.52347800431384,106.52347800431384
2006-03-10 00:00:00,103.30493614191033,103.85534537819247,104.39892352380048,104.8126110481032,105.66613488701454,104.8709100365761,102.70577350585425,102.70577350585425,102.70577350585425,102.70577350585425
2006-03-13 00:00:00,103.37217759995413,103.95532298388461,104.56036126418891,104.99748255347444,105.91873981746154,105.11792182505489,102.76413164940872,102.76413164940872,102.76413164940872,102.76413164940872
2006-03-14 00:00:00,103.4360514427195,104.06046113383297,104.75043000082347,105.19688026877338,106.08373168833378,105.22335628747318,102.82252295247116,102.82252295247116,102.82252295247116,102.82252295247116
2006-03-15 00:00:00,103.5068873043972,104.14628003012979,104.83907361135178,105.26909937008625,106.09482697939353,105.19982956133506,102.88094743388311,102.88094743388311,102.88094743388311,102.88094743388311
2006-03-16 00:00:00,103.57647327923907,104.24592846797893,104.97683953081793,105.5606307037487,106.69920780431514,105.72950574689776,102.93940511249667,102.93940511249667,102.93940511249667,102.93940511249667
2006-03-17 00:00:00,103.63611986403433,104.31410256937562,105.05120311271749,105.72054768244313,106.99002944883856,105.98894396365307,102.99789600717477,102.99789600717477,102.99789600717477,102.99789600717477
2006-03-20 00:00:00,103.69385610480713,104.32663667697481,105.0562450170634,105.65701909897207,106.7311031007345,107.44308297571447,107.8917024954304,107.8917024954304,107.8917024954304,107.8917024954304
2006-03-21 00:00:00,103.7538890811143,104.37219918426173,105.02873931454418,105.63532519552811,106.56241456810231,105.53975882322294,103.11497752022973,103.11497752022973,103.11497752022973,103.11497752022973
2006-03-22 00:00:00,103.81189310469625,104.37992455505815,104.95694576007777,105.54320422599005,106.06247116668986,105.12738257516737,103.17356817638593,103.17356817638593,103.17356817638593,103.17356817638593
2006-03-23 00:00:00,103.87617679759443,104.44106840238027,105.04484633450116,105.47178302406878,106.28020217256504,105.50447889445938,103.23219212416545,103.23219212416545,103.23219212416545,103.23219212416545
2006-03-24 00:00:00,103.94056139131128,104.50618120528088,105.04690407086055,105.53599292327661,106.19458421331412,105.33721511849076,103.29084938248481,103.29084938248481,103.29084938248481,103.29084938248481
2006-03-27 00:00:00,103.99928471537994,104.53097675137643,105.014263401211,105.39995591375657,105.96605400758799,105.1821263650165,103.3495399702713,103.3495399702713,103.3495399702713,103.3495399702713
2006-03-28 00:00:00,104.0550387433663,104.56462593665633,104.91179356307684,105.13929799606125,105.01429120919465,104.2901549766591,103.40826390646292,103.40826390646292,103.40826390646292,103.40826390646292
2006-03-29 00:00:00,104.11433106054913,104.59099798409842,104.95102781781527,105.04361174949322,105.3640097152037,105.29369720878985,104.71643747503848,104.71643747503848,104.71643747503848,104.71643747503848
2006-03-30 00:00:00,104.18415466751803,104.69203085692337,105.07162923213427,105.18077808553313,105.24739084883178,105.24809937916613,105.35324859766578,105.35324859766578,105.35324859766578,105.35324859766578
2006-03-31 00:00:00,104.25750231964322,104.85714060095546,105.39889498860155,105.67651713374451,105.88404841939824,105.7075999228002,105.45032697772182,105.45032697772182,105.45032697772182,105.45032697772182
2006-04-03 00:00:00,104.31487377243248,104.90373802773705,105.47695470323306,105.73087683632617,105.87831500014717,104.96024375018244,103.64349351441867,103.64349351441867,103.64349351441867,103.64349351441867
2006-04-04 00:00:00,104.40561127327308,105.05097855213812,105.690254312804,106.06991071978359,106.38147098853226,105.24936950455893,103.70238447708351,103.70238447708351,103.70238447708351,103.70238447708351
2006-04-05 00:00:00,104.47707321637172,105.15549971537416,105.70231614418783,106.08600722860936,106.12604601382154,105.98676744449163,105.39408481695112,105.39408481695112,105.39408481695112,105.39408481695112
