;index;yield;price;bidask spread;du;coupon;duration;modified duration;dv01;pnl;vna;volume;open interest;convexity;maturity;bond code;reference date
0;0;0.0725095188543753;1048.713473;2.1800000000000637;503;48.808848170151634;1.8728750113553503;1.7375002311988905;-0.18221399017988915;2.952212170151597;1000.0;395272;;2.379953081445991;2021-01-04;BRSTNCNTF0N5;2019-01-02
1;1;0.08366915200939794;1053.3627390000001;3.9600000000000364;1005;48.808848170151634;3.4970796598798;3.148316215261222;-0.3316318991745675;5.689674170151648;1000.0;338901;;6.894483391768245;2023-01-02;BRSTNCNTF147;2019-01-02
2;2;0.08876809372115164;1050.728949;5.400000000000091;1508;48.808848170151634;4.968858665010429;4.317461429189428;-0.45364817098402455;7.704789170151571;1000.0;953967;;12.75955474379375;2025-01-02;BRSTNCNTF170;2019-01-02
3;3;0.09086813836209083;1050.809713;6.639999999999873;2011;48.808848170151634;6.337200296518766;5.294192587252154;-0.5563188993177164;5.652115170151546;1000.0;339380;;19.42940375652233;2027-01-04;BRSTNCNTF1P8;2019-01-02
4;4;0.09158084143333281;1054.6910380000002;7.720000000000027;2511;48.808848170151634;7.625953460902323;6.11301018612372;-0.6447337058507401;5.278656170151635;1000.0;960159;;26.482813737682505;2029-01-02;BRSTNCNTF1Q6;2019-01-02
5;0;0.0725289028272684;1048.969574;2.1800000000000637;502;0.0;1.8689067573870959;1.7337665802047606;-0.18186683910528245;0.2561009999999442;1000.0;394320;;2.3717165733785754;2021-01-04;BRSTNCNTF0N5;2019-01-03
6;1;0.08350105315833634;1054.255871;3.9700000000000273;1004;0.0;3.493111405911545;3.145305601121797;-0.3315956896071839;0.8931319999999232;1000.0;222440;;6.883863158238623;2023-01-02;BRSTNCNTF147;2019-01-03
7;2;0.08872812095366499;1051.264882;5.440000000000055;1507;0.0;4.964890411042174;4.314091541750032;-0.4535252935575045;0.5359329999998863;1000.0;931387;;12.743534494171112;2025-01-02;BRSTNCNTF170;2019-01-03
8;3;0.09091522177205198;1050.9106470000002;6.670000000000073;2010;0.0;6.333232042550512;5.290045127779593;-0.5559364747894051;0.10093400000005204;1000.0;917299;;19.40544206065553;2027-01-04;BRSTNCNTF1P8;2019-01-03
9;4;0.09185707964271037;1053.279413;7.730000000000018;2510;0.0;7.621985206934069;6.105068243915309;-0.6430342696276057;-1.4116250000001855;1000.0;272194;;26.429432832945867;2029-01-02;BRSTNCNTF1Q6;2019-01-03
10;0;0.07306146646245132;1048.29502;2.1800000000000637;501;0.0;1.8649385034188422;1.7291436485564955;-0.18126526756464045;-0.6745539999999437;1000.0;856072;;2.3611284358598823;2021-01-04;BRSTNCNTF0N5;2019-01-04
11;1;0.08360130003069301;1054.259375;3.9600000000000364;1003;0.0;3.489143151943292;3.1412551009038205;-0.3311697639394424;0.003504000000020824;1000.0;816734;;6.869117551578557;2023-01-02;BRSTNCNTF147;2019-01-04
12;2;0.08831678836439573;1053.486394;5.410000000000082;1506;0.0;4.96092215707392;4.313274339147487;-0.45439758298812194;2.221512000000075;1000.0;1098260;;12.740364274548378;2025-01-02;BRSTNCNTF170;2019-01-04
13;3;0.09029575853848315;1054.724071;6.630000000000109;2009;0.0;6.329263788582259;5.293114832297282;-0.5582775624191072;3.813423999999941;1000.0;786971;;19.424560733393164;2027-01-04;BRSTNCNTF1P8;2019-01-04
14;4;0.09106953100158127;1058.727047;7.650000000000091;2509;0.0;7.6180169529658155;6.113713923335117;-0.6472754288255373;5.447634000000107;1000.0;758343;;26.489693994181014;2029-01-02;BRSTNCNTF1Q6;2019-01-04
15;0;0.0743648121742295;1046.2344640000001;2.1700000000000728;500;0.0;1.8609702494505882;1.7231949902702353;-0.1802865987012865;-2.060555999999906;1000.0;667420;;2.347044541582894;2021-01-04;BRSTNCNTF0N5;2019-01-07
16;1;0.08430232320178913;1052.279267;3.9700000000000273;1002;0.0;3.4851748979750377;3.1348834686768554;-0.32987728785496984;-1.9801080000002003;1000.0;1339672;;6.845174553110544;2023-01-02;BRSTNCNTF147;2019-01-07
17;2;0.08901753377060631;1050.664285;5.4500000000000455;1505;0.0;4.956953903105667;4.30481427356515;-0.4522914610793123;-2.822108999999955;1000.0;2216013;;12.698780902724083;2025-01-02;BRSTNCNTF170;2019-01-07
18;3;0.09096535275414493;1051.358214;6.680000000000064;2008;0.0;6.325295534614003;5.282227653852927;-0.5553513432096224;-3.3658570000000054;1000.0;372061;;19.36041589996302;2027-01-04;BRSTNCNTF1P8;2019-01-07
19;4;0.0917800906045073;1054.509276;7.75;2508;0.0;7.6140486989975615;6.09899901162034;-0.643145103206848;-4.217771000000084;1000.0;533873;;26.389960751852907;2029-01-02;BRSTNCNTF1Q6;2019-01-07
20;0;0.07406447206120134;1047.072995;2.1700000000000728;499;0.0;1.8570019954823342;1.7200185134798405;-0.18009849363647845;0.8385309999998753;1000.0;449062;;2.3403374506554955;2021-01-04;BRSTNCNTF0N5;2019-01-08
21;1;0.08395198978432326;1053.7728650000001;3.9600000000000364;1001;0.0;3.4812066440067837;3.132576237899515;-0.3301023837042294;1.4935980000002473;1000.0;1285998;;6.8373838676920276;2023-01-02;BRSTNCNTF147;2019-01-08
22;2;0.08842802787882205;1053.6894539999998;5.430000000000064;1504;0.0;4.952985649137413;4.305217756327324;-0.4536362547015642;3.025168999999778;1000.0;452591;;12.701748017226237;2025-01-02;BRSTNCNTF170;2019-01-08
23;3;0.0903709092915846;1055.028824;6.680000000000064;2007;0.0;6.3213272806457494;5.285022111323889;-0.557585066292404;3.670609999999897;1000.0;2587921;;19.377869157587575;2027-01-04;BRSTNCNTF1P8;2019-01-08
24;4;0.09151492802339868;1056.583699;7.730000000000018;2507;0.0;7.610080445029308;6.099496078185828;-0.6444628128325576;2.0744230000000243;1000.0;740422;;26.394394477562575;2029-01-02;BRSTNCNTF1Q6;2019-01-08
25;0;0.07396459421986758;1047.549483;2.160000000000082;498;0.0;1.85303374151408;1.716495582169752;-0.17981140596737077;0.47648800000001756;1000.0;1052798;;2.3327238311797664;2021-01-04;BRSTNCNTF0N5;2019-01-09
26;1;0.08360065442601847;1055.2696859999999;3.959999999999809;1000;0.0;3.4772383900385297;3.1302712989061585;-0.33032804106915137;1.496820999999727;1000.0;1049485;;6.8296076709691285;2023-01-02;BRSTNCNTF147;2019-01-09
27;2;0.08805873541980447;1055.720028;5.4500000000000455;1503;0.0;4.949017395169159;4.304107854088024;-0.4543932864232829;2.030574000000115;1000.0;529256;;12.697114112735436;2025-01-02;BRSTNCNTF170;2019-01-09
28;3;0.0899145793596731;1057.9389119999998;6.710000000000036;2006;0.0;6.3173590266774955;5.286322195563733;-0.5592605952056147;2.9100879999998597;1000.0;4798894;;19.3864123076478;2027-01-04;BRSTNCNTF1P8;2019-01-09
29;4;0.09125677060426939;1058.6160849999999;7.75;2506;0.0;7.6061121910610545;6.0998838096740196;-0.6457435117551995;2.0323859999998604;1000.0;718587;;26.398075564446064;2029-01-02;BRSTNCNTF1Q6;2019-01-09
30;0;0.07496727343018901;1046.049038;2.1599999999998545;497;0.0;1.8490654875458261;1.711081979096963;-0.17898756581735142;-1.5004449999998997;1000.0;1555259;;2.3201290954291736;2021-01-04;BRSTNCNTF0N5;2019-01-10
31;1;0.08443885962682132;1052.844537;3.9500000000000455;999;0.0;3.473270136070276;3.123378298966545;-0.32884317790512796;-2.4251489999999194;1000.0;897433;;6.8036724110632525;2023-01-02;BRSTNCNTF147;2019-01-10
32;2;0.08847720791352837;1054.175456;5.430000000000064;1502;0.0;4.945049141200904;4.297588582814385;-0.45304124039887483;-1.5445720000000165;1000.0;553064;;12.665340233255579;2025-01-02;BRSTNCNTF170;2019-01-10
33;3;0.09051511738646237;1054.9504060000002;6.690000000000055;2005;0.0;6.313390772709242;5.276183551907446;-0.5566111980215283;-2.9885059999996884;1000.0;1550899;;19.326803081323625;2027-01-04;BRSTNCNTF1P8;2019-01-10
34;4;0.09194031183343437;1054.583209;7.730000000000018;2505;0.0;7.602143937092801;6.085600322954967;-0.6417771917273285;-4.0328759999999875;1000.0;586487;;26.30148470586069;2029-01-02;BRSTNCNTF1Q6;2019-01-10
35;0;0.07476716936996465;1046.706745;2.150000000000091;496;0.0;1.8450972335775722;1.7077325134943904;-0.17874951405303818;0.6577069999998457;1000.0;343432;;2.313004121944921;2021-01-04;BRSTNCNTF0N5;2019-01-11
36;1;0.0843919190609711;1053.3375130000002;3.9500000000000455;998;0.0;3.4693018821020214;3.1198996860865176;-0.32863073761518535;0.4929760000002261;1000.0;117552;;6.791276733406515;2023-01-02;BRSTNCNTF147;2019-01-11
37;2;0.08853533085953044;1054.267028;5.439999999999827;1501;0.0;4.941080887232651;4.293544294676122;-0.4526542183134552;0.09157200000004195;1000.0;556349;;12.646007277807778;2025-01-02;BRSTNCNTF170;2019-01-11
38;3;0.09061524455540484;1054.756291;6.680000000000064;2004;0.0;6.3094225187409885;5.271462152993163;-0.5560107868637942;-0.19411500000023807;1000.0;249104;;19.299502215806022;2027-01-04;BRSTNCNTF1P8;2019-01-11
39;4;0.09180424478376163;1055.824901;7.7199999999998;2504;0.0;7.598175683124546;6.084084305213293;-0.6423727709227478;1.2416920000000573;1000.0;226422;;26.29216970902024;2029-01-02;BRSTNCNTF1Q6;2019-01-11
40;0;0.0740658973714629;1048.258635;2.1399999999998727;495;0.0;1.841128979609318;1.7052376206646287;-0.17875300605885514;1.5518899999999576;1000.0;186241;;2.3081413454560895;2021-01-04;BRSTNCNTF0N5;2019-01-14
41;1;0.08376222163437862;1055.746673;3.9400000000000546;997;0.0;3.4653336281337683;3.1186629705507785;-0.32925180553672817;2.409159999999929;1000.0;459916;;6.787750058841179;2023-01-02;BRSTNCNTF147;2019-01-14
42;2;0.08824211181497793;1055.949729;5.410000000000082;1500;0.0;4.937112633264397;4.2919089840588915;-0.4532040128609651;1.6827009999999518;1000.0;1032526;;12.638753883042778;2025-01-02;BRSTNCNTF170;2019-01-14
43;3;0.09030303244888882;1056.856732;6.649999999999864;2003;0.0;6.305454264772734;5.271198507677257;-0.5570901628547063;2.100441000000046;1000.0;1788735;;19.298727586211644;2027-01-04;BRSTNCNTF1P8;2019-01-14
44;4;0.0913639518607843;1059.0259640000002;7.679999999999836;2503;0.0;7.594207429156291;6.087305092550486;-0.6446614143800389;3.201063000000204;1000.0;631608;;26.315191123869052;2029-01-02;BRSTNCNTF1Q6;2019-01-14
45;0;0.07466766140896428;1047.483125;2.1400000000001;494;0.0;1.8371607256410645;1.7005175723576247;-0.17812634608105782;-0.7755099999999402;1000.0;1141903;;2.297431025112747;2021-01-04;BRSTNCNTF0N5;2019-01-15
46;1;0.08454335804093596;1053.518375;3.9500000000000455;996;0.0;3.461365374165514;3.1119990699206195;-0.32785482031442825;-2.2282979999999952;1000.0;998604;;6.762799718681141;2023-01-02;BRSTNCNTF147;2019-01-15
47;2;0.08902894543453384;1052.748245;5.440000000000055;1499;0.0;4.933144379296143;4.2828728397758065;-0.4508786865632146;-3.2014839999999367;1000.0;466110;;12.594473736162353;2025-01-02;BRSTNCNTF170;2019-01-15
48;3;0.09133693057656164;1051.483358;6.690000000000055;2002;0.0;6.30148601080448;5.256391754612716;-0.552700845310369;-5.3733740000000125;1000.0;1201264;;19.211557942508808;2027-01-04;BRSTNCNTF1P8;2019-01-15
49;4;0.09239475340678996;1052.779422;7.75;2502;0.0;7.590239175188038;6.067629903907488;-0.6387875903145641;-6.24654200000009;1000.0;757835;;26.182033255778865;2029-01-02;BRSTNCNTF1Q6;2019-01-15
50;0;0.07464898162399011;1047.815708;2.130000000000109;493;0.0;1.8331924716728105;1.6968567815841284;-0.1777993189970175;0.3325830000001133;1000.0;2150944;;2.2895239543600407;2021-01-04;BRSTNCNTF0N5;2019-01-16
51;1;0.08460255652366576;1053.663831;3.9299999999998363;995;0.0;3.45739712019726;3.108112978632858;-0.32749062282471186;0.1454559999999674;1000.0;654856;;6.748837754858718;2023-01-02;BRSTNCNTF147;2019-01-16
52;2;0.0890300137908974;1053.0997810000001;5.399999999999864;1498;0.0;4.9291761253278885;4.279221682716476;-0.45064474169191726;0.35153600000012375;1000.0;952782;;12.5771647557094;2025-01-02;BRSTNCNTF170;2019-01-16
53;3;0.0912639157184794;1052.251639;6.619999999999891;2001;0.0;6.297517756836227;5.2535434929157905;-0.5528049750978425;0.7682810000001155;1000.0;908236;;19.19545852486125;2027-01-04;BRSTNCNTF1P8;2019-01-16
54;4;0.09229271173914487;1053.800634;7.6599999999998545;2501;0.0;7.586270921219783;6.065583603227842;-0.6391915846661504;1.0212119999998777;1000.0;416582;;26.169138112792723;2029-01-02;BRSTNCNTF1Q6;2019-01-16
55;0;0.07413514285790694;1049.027608;2.130000000000109;492;0.0;1.8292242177045561;1.6940362119421024;-0.1777090755279005;1.2119000000000142;1000.0;1101900;;2.2838339867043875;2021-01-04;BRSTNCNTF0N5;2019-01-17
56;1;0.08445348411083783;1054.491395;3.9200000000000728;994;0.0;3.453428866229006;3.1050258663131545;-0.32742230572796416;0.8275639999999385;1000.0;642966;;6.738036693007816;2023-01-02;BRSTNCNTF147;2019-01-17
57;2;0.08876582263922132;1054.647131;5.389999999999873;1497;0.0;4.925207871359635;4.2773850504308895;-0.4511131871619227;1.547349999999824;1000.0;1408107;;12.5689291566973;2025-01-02;BRSTNCNTF170;2019-01-17
58;3;0.0908836468339893;1054.720725;6.6099999999999;2000;0.0;6.293549502867972;5.254010457423938;-0.5541513718811757;2.469085999999834;1000.0;937374;;19.19902510617558;2027-01-04;BRSTNCNTF1P8;2019-01-17
59;4;0.09191146180057351;1056.610181;7.649999999999864;2500;0.0;7.58230266725153;6.067878343197085;-0.6411382034491453;2.809547000000066;1000.0;223185;;26.185805859410305;2029-01-02;BRSTNCNTF1Q6;2019-01-17
60;0;0.07370850570616348;1050.082526;2.130000000000109;491;0.0;1.8252559637363026;1.6910650511842429;-0.1775757860577869;1.054917999999816;1000.0;819026;;2.27775766960481;2021-01-04;BRSTNCNTF0N5;2019-01-18
61;1;0.0841822517837895;1055.718548;3.9299999999998363;993;0.0;3.4494606122607525;3.102406111162539;-0.32752676749828424;1.227153000000044;1000.0;1204939;;6.729084053091236;2023-01-02;BRSTNCNTF147;2019-01-18
62;2;0.08822836442487669;1057.430239;5.420000000000073;1496;0.0;4.9212396173913815;4.277417141585755;-0.4523070230329722;2.783108000000084;1000.0;1156214;;12.570027053800493;2025-01-02;BRSTNCNTF170;2019-01-18
63;3;0.09001497480289992;1059.91226;6.650000000000091;1999;0.0;6.289581248899719;5.259751369527838;-0.5574874961114347;5.191535000000158;1000.0;730618;;19.233878991867496;2027-01-04;BRSTNCNTF1P8;2019-01-18
64;4;0.09092576218736831;1063.323998;7.690000000000055;2499;0.0;7.578334413283276;6.079582112418919;-0.6464565557946571;6.713817000000063;1000.0;596195;;26.2665917909583;2029-01-02;BRSTNCNTF1Q6;2019-01-18
65;0;0.07370786780649678;1050.380049;2.1299999999998818;490;0.0;1.8212877097680487;1.6873702914415194;-0.17723800894054875;0.29752300000018295;1000.0;116285;;2.2697963894602715;2021-01-04;BRSTNCNTF0N5;2019-01-21
66;1;0.08389199409746939;1057.007664;3.9199999999998454;992;0.0;3.4454923582924972;3.0998578930419343;-0.32765735502562165;1.2891159999999218;1000.0;1549594;;6.720419659764899;2023-01-02;BRSTNCNTF147;2019-01-21
67;2;0.08787908981003172;1059.365685;5.410000000000082;1495;0.0;4.9172713634231275;4.276160393049891;-0.45300175839531676;1.9354459999999563;1000.0;1186767;;12.564688760796667;2025-01-02;BRSTNCNTF170;2019-01-21
68;3;0.08975380421576977;1061.731717;6.6599999999998545;1998;0.0;6.285612994931465;5.258931812118216;-0.5583574702466194;1.8194569999998293;1000.0;574535;;19.22980341604841;2027-01-04;BRSTNCNTF1P8;2019-01-21
69;4;0.09066159981067487;1065.400486;7.710000000000036;2498;0.0;7.574366159315022;6.080058025949922;-0.6477696775755248;2.0764879999999266;1000.0;222519;;26.270854947688104;2029-01-02;BRSTNCNTF1Q6;2019-01-21
70;0;0.07256854883021845;1052.695064;2.1200000000001182;489;0.0;1.8173194557997945;1.6856007227234593;-0.17744235606858183;2.315014999999903;1000.0;51578;;2.2668826727558473;2021-01-04;BRSTNCNTF0N5;2019-01-22
71;1;0.08297992318380139;1060.337419;3.9300000000000637;991;0.0;3.441524104324244;3.099691151753639;-0.3286718515547591;3.3297549999999774;1000.0;872716;;6.721125037878839;2023-01-02;BRSTNCNTF147;2019-01-22
72;2;0.08723752950563417;1062.630085;5.429999999999836;1494;0.0;4.913303109454873;4.276903292190101;-0.4544766108916747;3.2644000000000233;1000.0;909592;;12.569334228381695;2025-01-02;BRSTNCNTF170;2019-01-22
73;3;0.08952566083338431;1063.368383;6.7000000000000455;1997;0.0;6.281644740963211;5.257754695547472;-0.5590930108814973;1.6366660000001048;1000.0;302497;;19.223605687743042;2027-01-04;BRSTNCNTF1P8;2019-01-22
74;4;0.09023531698790486;1068.533174;7.779999999999973;2497;0.0;7.570397905346767;6.08305948805063;-0.6499950862397554;3.1326879999999164;1000.0;207304;;26.292332750268045;2029-01-02;BRSTNCNTF1Q6;2019-01-22
75;0;0.07206371896792874;1053.882426;2.119999999999891;488;0.0;1.8133512018315405;1.6827540472446318;-0.1773424917671491;1.1873619999998937;1000.0;338264;;2.2611577772858724;2021-01-04;BRSTNCNTF0N5;2019-01-23
76;1;0.08240128690124925;1062.575446;3.9299999999998363;990;0.0;3.43755585035599;3.0982446512821835;-0.3292118692153281;2.238027000000102;1000.0;218993;;6.716799151294349;2023-01-02;BRSTNCNTF147;2019-01-23
77;2;0.08642680391599104;1066.674258;5.430000000000064;1493;0.0;4.909334855486619;4.278804793562122;-0.456409092829972;4.044173000000001;1000.0;2754607;;12.579765858184675;2025-01-02;BRSTNCNTF170;2019-01-23
78;3;0.0885118698974498;1069.417343;6.679999999999836;1996;0.0;6.277676486994956;5.2650688232530385;-0.5630555911675401;6.048960000000079;1000.0;78988;;19.267796969301813;2027-01-04;BRSTNCNTF1P8;2019-01-23
79;4;0.0894717846928347;1073.877628;7.75;2496;0.0;7.566429651378515;6.091320444216601;-0.654133275002323;5.344454000000042;1000.0;542337;;26.349687792100198;2029-01-02;BRSTNCNTF1Q6;2019-01-23
80;0;0.07214025952183063;1054.038014;2.119999999999891;487;0.0;1.8093829478632866;1.6789234075329451;-0.1769649094134138;0.15558800000007977;1000.0;471988;;2.25287251197654;2021-01-04;BRSTNCNTF0N5;2019-01-24
81;1;0.08306828021879079;1060.718629;3.9400000000000546;989;0.0;3.433587596387736;3.09202460040847;-0.3279768094979545;-1.8568170000000919;1000.0;404859;;6.693725244334067;2023-01-02;BRSTNCNTF147;2019-01-24
82;2;0.08741183237346349;1062.54477;5.470000000000027;1492;0.0;4.905366601518366;4.268411498559633;-0.45353783140024007;-4.129488000000038;1000.0;1967908;;12.52884100557973;2025-01-02;BRSTNCNTF170;2019-01-24
83;3;0.08986503089482;1062.19854;6.740000000000009;1995;0.0;6.273708233026702;5.24680713800947;-0.5573150881655238;-7.21880299999998;1000.0;310108;;19.16029175278649;2027-01-04;BRSTNCNTF1P8;2019-01-24
84;4;0.09072074554197491;1066.119034;7.829999999999927;2495;0.0;7.562461397410259;6.068222308161884;-0.6469447305274798;-7.758593999999903;1000.0;152631;;26.193280095844422;2029-01-02;BRSTNCNTF1Q6;2019-01-24
85;0;0.0723103381313097;1054.029077;2.119999999999891;486;0.0;1.8054146938950326;1.6749358786645483;-0.17654311182229776;-0.008937000000059925;1000.0;935400;;2.244193084938956;2021-01-04;BRSTNCNTF0N5;2019-01-25
86;1;0.08270066925780663;1062.260158;3.9299999999998363;988;0.0;3.429619342419482;3.089766673548807;-0.328213603482709;1.5415290000000823;1000.0;480000;;6.6862262854779475;2023-01-02;BRSTNCNTF147;2019-01-25
87;2;0.08692213266584381;1065.121174;5.440000000000055;1491;0.0;4.901398347550112;4.2681105003899615;-0.45460548669370837;2.5764040000001387;1000.0;657350;;12.528275665271654;2025-01-02;BRSTNCNTF170;2019-01-25
88;3;0.08968878460568838;1063.543858;6.680000000000064;1994;0.0;6.269739979058449;5.245067703928423;-0.5578359541307236;1.3453179999999065;1000.0;1753470;;19.15077940295977;2027-01-04;BRSTNCNTF1P8;2019-01-25
